db_id,query,question
assets_maintenance,SELECT T1.company_name FROM Third_Party_Companies AS T1 JOIN Maintenance_Contracts AS T2 ON T1.company_id  =  T2.maintenance_contract_company_id JOIN Ref_Company_Types AS T3 ON T1.company_type_code  =  T3.company_type_code ORDER BY T2.contract_end_date DESC LIMIT 1,What is the description of the type of the company who concluded its contracts most recently?
assets_maintenance,SELECT gender FROM staff GROUP BY gender ORDER BY count(*) DESC LIMIT 1,Which gender makes up the majority of the staff?
assets_maintenance,"SELECT T1.staff_name ,  count(*) FROM Staff AS T1 JOIN Engineer_Visits AS T2 ON T1.staff_id  =  T2.contact_staff_id GROUP BY T1.staff_name",How many engineers did each staff contact? List both the contact staff name and number of engineers contacted.
assets_maintenance,SELECT asset_model FROM Assets WHERE asset_id NOT IN (SELECT asset_id FROM Fault_Log),Which assets did not incur any fault log? List the asset model.
station_weather,"SELECT local_authority ,  services FROM station",list the local authorities and services provided by all stations.
station_weather,"SELECT train_number ,  name FROM train ORDER BY TIME",show all train numbers and names ordered by their time from early to late.
station_weather,"SELECT TIME ,  train_number FROM train WHERE destination  =  'Chennai' ORDER BY TIME","Give me the times and numbers of all trains that go to Chennai, ordered by time."
station_weather,"SELECT count(*) FROM train WHERE name LIKE ""%Express%""",How many trains have 'Express' in their names?
station_weather,"SELECT train_number ,  TIME FROM train WHERE origin  =  'Chennai' AND destination  =  'Guruvayur'",Find the number and time of the train that goes from Chennai to Guruvayur.
station_weather,"SELECT origin ,  count(*) FROM train GROUP BY origin",Find the number of trains starting from each origin.
station_weather,SELECT t1.name FROM train AS t1 JOIN route AS t2 ON t1.id  =  t2.train_id GROUP BY t2.train_id ORDER BY count(*) DESC LIMIT 1,Find the name of the train whose route runs through greatest number of stations.
station_weather,"SELECT count(*) ,  t1.network_name ,  t1.services FROM station AS t1 JOIN route AS t2 ON t1.id  =  t2.station_id GROUP BY t2.station_id","Find the number of trains for each station, as well as the station network name and services."
station_weather,"SELECT avg(high_temperature) ,  day_of_week FROM weekly_weather GROUP BY day_of_week",What is the average high temperature for each day of week?
station_weather,"SELECT max(t1.low_temperature) ,  avg(t1.precipitation) FROM weekly_weather AS t1 JOIN station AS t2 ON t1.station_id  =  t2.id WHERE t2.network_name  =  ""Amersham""",Give me the maximum low temperature and average precipitation at the Amersham station.
station_weather,"SELECT t3.name ,  t3.time FROM station AS t1 JOIN route AS t2 ON t1.id  =  t2.station_id JOIN train AS t3 ON t2.train_id  =  t3.id WHERE t1.local_authority  =  ""Chiltern""",Find names and times of trains that run through stations for the local authority Chiltern.
station_weather,SELECT count(DISTINCT services) FROM station,How many different services are provided by all stations?
station_weather,"SELECT t2.id ,  t2.local_authority FROM weekly_weather AS t1 JOIN station AS t2 ON t1.station_id  =  t2.id GROUP BY t1.station_id ORDER BY avg(high_temperature) DESC LIMIT 1",Find the id and local authority of the station with has the highest average high temperature.
station_weather,"SELECT t2.id ,  t2.local_authority FROM weekly_weather AS t1 JOIN station AS t2 ON t1.station_id  =  t2.id GROUP BY t1.station_id HAVING max(t1.precipitation)  >  50",Find the id and local authority of the station whose maximum precipitation is higher than 50.
station_weather,"SELECT min(low_temperature) ,  max(wind_speed_mph) FROM weekly_weather",show the lowest low temperature and highest wind speed in miles per hour.
station_weather,SELECT origin FROM train GROUP BY origin HAVING count(*)  >  1,Find the origins from which more than 1 train starts.
college_1,"SELECT count(*) FROM professor AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code WHERE DEPT_NAME  =  ""Accounting""",Find the number of professors in accounting department.
college_1,"SELECT count(*) FROM professor AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code WHERE DEPT_NAME  =  ""Accounting""",How many professors are in the accounting dept?
college_1,"SELECT count(DISTINCT PROF_NUM) FROM CLASS WHERE CRS_CODE  =  ""ACCT-211""",How many professors are teaching class with code ACCT-211?
college_1,"SELECT count(DISTINCT PROF_NUM) FROM CLASS WHERE CRS_CODE  =  ""ACCT-211""",How many professors teach a class with the code ACCT-211?
college_1,"SELECT T3.EMP_FNAME ,  T3.EMP_LNAME FROM professor AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code JOIN employee AS T3 ON T1.EMP_NUM  =  T3.EMP_NUM WHERE DEPT_NAME  =  ""Biology""",What is the first and last name of the professor in biology department?
college_1,"SELECT T3.EMP_FNAME ,  T3.EMP_LNAME FROM professor AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code JOIN employee AS T3 ON T1.EMP_NUM  =  T3.EMP_NUM WHERE DEPT_NAME  =  ""Biology""",What are the first and last name of all biology professors?
college_1,"SELECT DISTINCT T1.EMP_FNAME ,  T1.EMP_DOB FROM employee AS T1 JOIN CLASS AS T2 ON T1.EMP_NUM  =  T2.PROF_NUM WHERE CRS_CODE  =  ""ACCT-211""",What are the first names and date of birth of professors teaching course ACCT-211?
college_1,"SELECT DISTINCT T1.EMP_FNAME ,  T1.EMP_DOB FROM employee AS T1 JOIN CLASS AS T2 ON T1.EMP_NUM  =  T2.PROF_NUM WHERE CRS_CODE  =  ""ACCT-211""",What are the first names and birthdates of the professors in charge of ACCT-211?
college_1,SELECT count(*) FROM employee AS T1 JOIN CLASS AS T2 ON T1.EMP_NUM  =  T2.PROF_NUM WHERE T1.EMP_LNAME  =  'Graztevski',How many classes are professor whose last name is Graztevski has?
college_1,SELECT count(*) FROM employee AS T1 JOIN CLASS AS T2 ON T1.EMP_NUM  =  T2.PROF_NUM WHERE T1.EMP_LNAME  =  'Graztevski',How many classes does the professor whose last name is Graztevski teach?
college_1,"SELECT school_code FROM department WHERE dept_name  =  ""Accounting""",What is the code of the school where the accounting department belongs to?
college_1,"SELECT school_code FROM department WHERE dept_name  =  ""Accounting""",What is the school code of the accounting department?
college_1,"SELECT crs_credit ,  crs_description FROM course WHERE crs_code  =  'CIS-220'","How many credits does course CIS-220 have, and what its description?"
college_1,"SELECT crs_credit ,  crs_description FROM course WHERE crs_code  =  'CIS-220'",What is the description for the CIS-220 and how many credits does it have?
college_1,SELECT dept_address FROM department WHERE dept_name  =  'History',what is the address of history department?
college_1,SELECT dept_address FROM department WHERE dept_name  =  'History',Where is the history department?
college_1,SELECT count(DISTINCT dept_address) FROM department WHERE school_code  =  'BUS',How many different locations does the school with code BUS has?
college_1,SELECT count(DISTINCT dept_address) FROM department WHERE school_code  =  'BUS',What are the different locations of the school with the code BUS?
college_1,"SELECT count(DISTINCT dept_address) ,  school_code FROM department GROUP BY school_code",How many different locations does each school have?
college_1,"SELECT count(DISTINCT dept_address) ,  school_code FROM department GROUP BY school_code",Count different addresses of each school.
college_1,"SELECT crs_credit ,  crs_description FROM course WHERE crs_code  =  'QM-261'",Find the description and credit for the course QM-261?
college_1,"SELECT crs_credit ,  crs_description FROM course WHERE crs_code  =  'QM-261'",What is the course description and number of credits for QM-261?
college_1,"SELECT count(DISTINCT dept_name) ,  school_code FROM department GROUP BY school_code",Find the number of departments in each school.
college_1,"SELECT count(DISTINCT dept_name) ,  school_code FROM department GROUP BY school_code",How many departments are in each school?
college_1,"SELECT count(DISTINCT dept_name) ,  school_code FROM department GROUP BY school_code HAVING count(DISTINCT dept_name)  <  5",Find the number of different departments in each school whose number of different departments is less than 5.
college_1,"SELECT count(DISTINCT dept_name) ,  school_code FROM department GROUP BY school_code HAVING count(DISTINCT dept_name)  <  5",How many different departments are there in each school that has less than 5 apartments?
college_1,"SELECT count(*) ,  crs_code FROM CLASS GROUP BY crs_code",How many sections does each course has?
college_1,"SELECT count(*) ,  crs_code FROM CLASS GROUP BY crs_code",How many sections does each course have?
college_1,"SELECT sum(crs_credit) ,  dept_code FROM course GROUP BY dept_code",What is the total credit does each department offer?
college_1,"SELECT sum(crs_credit) ,  dept_code FROM course GROUP BY dept_code",How many credits does the department offer?
college_1,"SELECT count(*) ,  class_room FROM CLASS GROUP BY class_room HAVING count(*)  >=  2",Find the number of classes offered for all class rooms that held at least 2 classes.
college_1,"SELECT count(*) ,  class_room FROM CLASS GROUP BY class_room HAVING count(*)  >=  2","For each classroom with at least 2 classes, how many classes are offered?"
college_1,"SELECT count(*) ,  dept_code FROM CLASS AS T1 JOIN course AS T2 ON T1.crs_code  =  T2.crs_code GROUP BY dept_code",Find the number of classes in each department.
college_1,"SELECT count(*) ,  dept_code FROM CLASS AS T1 JOIN course AS T2 ON T1.crs_code  =  T2.crs_code GROUP BY dept_code",How many classes are held in each department?
college_1,"SELECT count(*) ,  T3.school_code FROM CLASS AS T1 JOIN course AS T2 ON T1.crs_code  =  T2.crs_code JOIN department AS T3 ON T2.dept_code  =  T3.dept_code GROUP BY T3.school_code",Find the number of classes in each school.
college_1,"SELECT count(*) ,  T3.school_code FROM CLASS AS T1 JOIN course AS T2 ON T1.crs_code  =  T2.crs_code JOIN department AS T3 ON T2.dept_code  =  T3.dept_code GROUP BY T3.school_code",How many classes exist for each school?
college_1,"SELECT count(*) ,  T1.school_code FROM department AS T1 JOIN professor AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.school_code",What is the number of professors for different school?
college_1,"SELECT count(*) ,  T1.school_code FROM department AS T1 JOIN professor AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.school_code",How many different professors are there for the different schools?
college_1,"SELECT emp_jobcode ,  count(*) FROM employee GROUP BY emp_jobcode ORDER BY count(*) DESC LIMIT 1",Find the count and code of the job has most employees.
college_1,"SELECT emp_jobcode ,  count(*) FROM employee GROUP BY emp_jobcode ORDER BY count(*) DESC LIMIT 1",What is the count and code of the job with the most employee?
college_1,SELECT T1.school_code FROM department AS T1 JOIN professor AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.school_code ORDER BY count(*) LIMIT 1,Which school has the smallest amount of professors?
college_1,SELECT T1.school_code FROM department AS T1 JOIN professor AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.school_code ORDER BY count(*) LIMIT 1,Which school has the fewest professors?
college_1,"SELECT count(*) ,  dept_code FROM professor WHERE prof_high_degree  =  'Ph.D.' GROUP BY dept_code",Find the number of professors with a Ph.D. degree in each department.
college_1,"SELECT count(*) ,  dept_code FROM professor WHERE prof_high_degree  =  'Ph.D.' GROUP BY dept_code",How many professors have a Ph.D. in each department?
college_1,"SELECT count(*) ,  dept_code FROM student GROUP BY dept_code",Find the number of students for each department.
college_1,"SELECT count(*) ,  dept_code FROM student GROUP BY dept_code",How many students are in each department?
college_1,"SELECT sum(stu_hrs) ,  dept_code FROM student GROUP BY dept_code",Find the total number of hours have done for all students in each department.
college_1,"SELECT sum(stu_hrs) ,  dept_code FROM student GROUP BY dept_code",How many hours do the students spend studying in each department?
college_1,"SELECT max(stu_gpa) ,  avg(stu_gpa) ,  min(stu_gpa) ,  dept_code FROM student GROUP BY dept_code","Find the max, average, and minimum gpa of all students in each department."
college_1,"SELECT max(stu_gpa) ,  avg(stu_gpa) ,  min(stu_gpa) ,  dept_code FROM student GROUP BY dept_code","What is the highest, lowest, and average student GPA for every department?"
college_1,"SELECT T2.dept_name ,  avg(T1.stu_gpa) FROM student AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.dept_code ORDER BY avg(T1.stu_gpa) DESC LIMIT 1",What is the name and the average gpa of department whose students have the highest average gpa?
college_1,"SELECT T2.dept_name ,  avg(T1.stu_gpa) FROM student AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.dept_code ORDER BY avg(T1.stu_gpa) DESC LIMIT 1","Which department has the highest average student GPA, and what is the average gpa?"
college_1,SELECT count(DISTINCT school_code) FROM department,how many schools exist in total?
college_1,SELECT count(DISTINCT school_code) FROM department,How many schools are there in the department?
college_1,SELECT count(DISTINCT class_code) FROM CLASS,How many different classes are there?
college_1,SELECT count(DISTINCT class_code) FROM CLASS,How many unique classes are offered?
college_1,SELECT count(DISTINCT crs_code) FROM CLASS,How many courses are offered?
college_1,SELECT count(DISTINCT crs_code) FROM CLASS,What are the number of different course codes?
college_1,SELECT count(DISTINCT dept_name) FROM department,How many departments does the college has?
college_1,SELECT count(DISTINCT dept_name) FROM department,How many different departments are there?
college_1,"SELECT count(*) FROM department AS T1 JOIN course AS T2 ON T1.dept_code  =  T2.dept_code WHERE dept_name  =  ""Computer Info. Systems""",How many courses are offered by the Computer Info. Systems department?
college_1,"SELECT count(*) FROM department AS T1 JOIN course AS T2 ON T1.dept_code  =  T2.dept_code WHERE dept_name  =  ""Computer Info. Systems""",How many courses does the department of Computer Information Systmes offer?
college_1,SELECT count(DISTINCT class_section) FROM CLASS WHERE crs_code  =  'ACCT-211',How many sections does course ACCT-211 has?
college_1,SELECT count(DISTINCT class_section) FROM CLASS WHERE crs_code  =  'ACCT-211',What is the number of different class sections offered in the course ACCT-211?
college_1,"SELECT sum(T1.crs_credit) ,  T1.dept_code FROM course AS T1 JOIN CLASS AS T2 ON T1.crs_code  =  T2.crs_code GROUP BY T1.dept_code",Find the total credits of all classes offered by each department.
college_1,"SELECT sum(T1.crs_credit) ,  T1.dept_code FROM course AS T1 JOIN CLASS AS T2 ON T1.crs_code  =  T2.crs_code GROUP BY T1.dept_code",What are the total number of credits offered by each department?
college_1,SELECT T3.dept_name FROM course AS T1 JOIN CLASS AS T2 ON T1.crs_code  =  T2.crs_code JOIN department AS T3 ON T1.dept_code  =  T3.dept_code GROUP BY T1.dept_code ORDER BY sum(T1.crs_credit) DESC LIMIT 1,Find the name of the department that offers the largest number of credits of all classes.
college_1,SELECT T3.dept_name FROM course AS T1 JOIN CLASS AS T2 ON T1.crs_code  =  T2.crs_code JOIN department AS T3 ON T1.dept_code  =  T3.dept_code GROUP BY T1.dept_code ORDER BY sum(T1.crs_credit) DESC LIMIT 1,Which department offers the most credits all together?
college_1,SELECT count(*) FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code WHERE T1.crs_code  =  'ACCT-211',How many students enrolled in class ACCT-211?
college_1,SELECT count(*) FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code WHERE T1.crs_code  =  'ACCT-211',What are the total number of students enrolled in ACCT-211?
college_1,SELECT T3.stu_fname FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN student AS T3 ON T2.stu_num  =  T3.stu_num WHERE T1.crs_code  =  'ACCT-211',What is the first name of each student enrolled in class ACCT-211?
college_1,SELECT T3.stu_fname FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN student AS T3 ON T2.stu_num  =  T3.stu_num WHERE T1.crs_code  =  'ACCT-211',What are the first names of all students in course ACCT-211?
college_1,SELECT T3.stu_fname FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN student AS T3 ON T2.stu_num  =  T3.stu_num WHERE T1.crs_code  =  'ACCT-211' AND T2.enroll_grade  =  'C',What is the first name of students enrolled in class ACCT-211 and got grade C?
college_1,SELECT T3.stu_fname FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN student AS T3 ON T2.stu_num  =  T3.stu_num WHERE T1.crs_code  =  'ACCT-211' AND T2.enroll_grade  =  'C',What are the first names of all students who took ACCT-211 and received a C?
college_1,SELECT count(*) FROM employee,Find the total number of employees.
college_1,SELECT count(*) FROM employee,How many employees are there all together?
college_1,SELECT count(*) FROM professor WHERE prof_high_degree  =  'Ph.D.',How many professors do have a Ph.D. degree?
college_1,SELECT count(*) FROM professor WHERE prof_high_degree  =  'Ph.D.',What is the total number of professors with a Ph.D. ?
college_1,SELECT count(*) FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN department AS T4 ON T3.dept_code  =  T4.dept_code WHERE T4.dept_name  =  'Accounting',How many students are enrolled in the class taught by some professor from the accounting department?
college_1,SELECT count(*) FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN department AS T4 ON T3.dept_code  =  T4.dept_code WHERE T4.dept_name  =  'Accounting',How many students are enrolled in some classes that are taught by an accounting professor?
college_1,SELECT T4.dept_name FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN department AS T4 ON T3.dept_code  =  T4.dept_code GROUP BY T3.dept_code ORDER BY count(*) DESC LIMIT 1,What is the name of the department that has the largest number of students enrolled?
college_1,SELECT T4.dept_name FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN department AS T4 ON T3.dept_code  =  T4.dept_code GROUP BY T3.dept_code ORDER BY count(*) DESC LIMIT 1,What is the name of the department with the most students enrolled?
college_1,SELECT dept_name FROM department ORDER BY dept_name,list names of all departments ordered by their names.
college_1,SELECT dept_name FROM department ORDER BY dept_name,What are the names of all departments in alphabetical order?
college_1,SELECT class_code FROM CLASS WHERE class_room  =  'KLR209',List the codes of all courses that take place in room KLR209.
college_1,SELECT class_code FROM CLASS WHERE class_room  =  'KLR209',What are the codes of all the courses that are located in room KLR209?
college_1,SELECT emp_fname FROM employee WHERE emp_jobcode  =  'PROF' ORDER BY emp_dob,List the first name of all employees with job code PROF ordered by their date of birth.
college_1,SELECT emp_fname FROM employee WHERE emp_jobcode  =  'PROF' ORDER BY emp_dob,What are the first names of all employees that are professors ordered by date of birth?
college_1,"SELECT T2.emp_fname ,  T1.prof_office FROM professor AS T1 JOIN employee AS T2 ON T1.emp_num  =  T2.emp_num ORDER BY T2.emp_fname",Find the first names and offices of all professors sorted by alphabetical order of their first name.
college_1,"SELECT T2.emp_fname ,  T1.prof_office FROM professor AS T1 JOIN employee AS T2 ON T1.emp_num  =  T2.emp_num ORDER BY T2.emp_fname",What are the first names and office locations for all professors sorted alphabetically by first name?
college_1,"SELECT emp_fname ,  emp_lname FROM employee ORDER BY emp_dob LIMIT 1",What is the first and last name of the oldest employee?
college_1,"SELECT emp_fname ,  emp_lname FROM employee ORDER BY emp_dob LIMIT 1",What are the first and last names of the employee with the earliest date of birth?
college_1,"SELECT stu_fname ,  stu_lname ,  stu_gpa FROM student WHERE stu_gpa  >  3 ORDER BY stu_dob DESC LIMIT 1","What is the first, last name, gpa of the youngest one among students whose GPA is above 3?"
college_1,"SELECT stu_fname ,  stu_lname ,  stu_gpa FROM student WHERE stu_gpa  >  3 ORDER BY stu_dob DESC LIMIT 1","What is the first and last name of the youngest student with a GPA above 3, and what is their GPA?"
college_1,SELECT DISTINCT stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num WHERE enroll_grade  =  'C',What is the first name of students who got grade C in any class?
college_1,SELECT DISTINCT stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num WHERE enroll_grade  =  'C',What are the first names of all students who got a grade C in a class?
college_1,SELECT T2.dept_name FROM professor AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.dept_code ORDER BY count(*) LIMIT 1,What is the name of department where has the smallest number of professors?
college_1,SELECT T2.dept_name FROM professor AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.dept_code ORDER BY count(*) LIMIT 1,What is the name of the department with the fewest professors?
college_1,"SELECT T2.dept_name ,  T1.dept_code FROM professor AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code WHERE T1.prof_high_degree  =  'Ph.D.' GROUP BY T1.dept_code ORDER BY count(*) DESC LIMIT 1",What is the name of department where has the largest number of professors with a Ph.D. degree?
college_1,"SELECT T2.dept_name ,  T1.dept_code FROM professor AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code WHERE T1.prof_high_degree  =  'Ph.D.' GROUP BY T1.dept_code ORDER BY count(*) DESC LIMIT 1",Which department has the most professors with a Ph.D.?
college_1,SELECT emp_fname FROM employee WHERE emp_jobcode  =  'PROF' EXCEPT SELECT T1.emp_fname FROM employee AS T1 JOIN CLASS AS T2 ON T1.emp_num  =  T2.prof_num,What are the first names of the professors who do not teach a class.
college_1,SELECT emp_fname FROM employee WHERE emp_jobcode  =  'PROF' EXCEPT SELECT T1.emp_fname FROM employee AS T1 JOIN CLASS AS T2 ON T1.emp_num  =  T2.prof_num,What are the first names of all professors not teaching any classes?
college_1,SELECT T1.emp_fname FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T2.dept_code  =  T3.dept_code WHERE T3.dept_name  =  'History' EXCEPT SELECT T4.emp_fname FROM employee AS T4 JOIN CLASS AS T5 ON T4.emp_num  =  T5.prof_num,What is the first names of the professors from the history department who do not teach a class.
college_1,SELECT T1.emp_fname FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T2.dept_code  =  T3.dept_code WHERE T3.dept_name  =  'History' EXCEPT SELECT T4.emp_fname FROM employee AS T4 JOIN CLASS AS T5 ON T4.emp_num  =  T5.prof_num,What are the first names of all history professors who do not teach?
college_1,"SELECT T1.emp_lname ,  T2.prof_office FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T2.dept_code  =  T3.dept_code WHERE T3.dept_name  =  'History'",What is the last name and office of the professor from the history department?
college_1,"SELECT T1.emp_lname ,  T2.prof_office FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T2.dept_code  =  T3.dept_code WHERE T3.dept_name  =  'History'",What are the last name and office of all history professors?
college_1,"SELECT T3.dept_name  ,  T2.prof_office FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T2.dept_code  =  T3.dept_code WHERE T1.emp_lname  =  'Heffington'",What is department name and office for the professor whose last name is Heffington?
college_1,"SELECT T3.dept_name  ,  T2.prof_office FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T2.dept_code  =  T3.dept_code WHERE T1.emp_lname  =  'Heffington'",What is the name of the department and office location for the professor with the last name of Heffington?
college_1,"SELECT T1.emp_lname ,  T1.emp_hiredate FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num WHERE T2.prof_office  =  'DRE 102'",Find the last name and hire date of the professor who is in office DRE 102.
college_1,"SELECT T1.emp_lname ,  T1.emp_hiredate FROM employee AS T1 JOIN professor AS T2 ON T1.emp_num  =  T2.emp_num WHERE T2.prof_office  =  'DRE 102'","What is the last name of the professor whose office is located in DRE 102, and when were they hired?"
college_1,SELECT T1.crs_code FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN student AS T3 ON T3.stu_num  =  T2.stu_num WHERE T3.stu_lname  =  'Smithson',What is the code of the course which the student whose last name is Smithson took?
college_1,SELECT T1.crs_code FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN student AS T3 ON T3.stu_num  =  T2.stu_num WHERE T3.stu_lname  =  'Smithson',What are the course codes for every class that the student with the last name Smithson took?
college_1,"SELECT T4.crs_description ,  T4.crs_credit FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN student AS T3 ON T3.stu_num  =  T2.stu_num JOIN course AS T4 ON T4.crs_code  =  T1.crs_code WHERE T3.stu_lname  =  'Smithson'",What are the description and credit of the course which the student whose last name is Smithson took?
college_1,"SELECT T4.crs_description ,  T4.crs_credit FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN student AS T3 ON T3.stu_num  =  T2.stu_num JOIN course AS T4 ON T4.crs_code  =  T1.crs_code WHERE T3.stu_lname  =  'Smithson'","How many credits is the course that the student with the last name Smithson took, and what is its description?"
college_1,SELECT count(*) FROM professor WHERE prof_high_degree  =  'Ph.D.' OR prof_high_degree  =  'MA',How many professors who has a either Ph.D. or MA degree?
college_1,SELECT count(*) FROM professor WHERE prof_high_degree  =  'Ph.D.' OR prof_high_degree  =  'MA',How many professors attained either Ph.D. or Masters degrees?
college_1,SELECT count(*) FROM professor AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code WHERE T2.dept_name  =  'Accounting' OR T2.dept_name  =  'Biology',How many professors who are from either Accounting or Biology department?
college_1,SELECT count(*) FROM professor AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code WHERE T2.dept_name  =  'Accounting' OR T2.dept_name  =  'Biology',What is the number of professors who are in the Accounting or Biology departments?
college_1,SELECT T1.emp_fname FROM employee AS T1 JOIN CLASS AS T2 ON T1.emp_num  =  T2.prof_num WHERE crs_code  =  'CIS-220' INTERSECT SELECT T1.emp_fname FROM employee AS T1 JOIN CLASS AS T2 ON T1.emp_num  =  T2.prof_num WHERE crs_code  =  'QM-261',Find the first name of the professor who is teaching two courses with code CIS-220 and QM-261.
college_1,SELECT T1.emp_fname FROM employee AS T1 JOIN CLASS AS T2 ON T1.emp_num  =  T2.prof_num WHERE crs_code  =  'CIS-220' INTERSECT SELECT T1.emp_fname FROM employee AS T1 JOIN CLASS AS T2 ON T1.emp_num  =  T2.prof_num WHERE crs_code  =  'QM-261',What is the first name of the professor who is teaching CIS-220 and QM-261?
college_1,SELECT T1.stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T2.class_code  =  T3.class_code JOIN course AS T4 ON T3.crs_code  =  T4.crs_code JOIN department AS T5 ON T5.dept_code  =  T4.dept_code WHERE T5.dept_name  =  'Accounting' INTERSECT SELECT T1.stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T2.class_code  =  T3.class_code JOIN course AS T4 ON T3.crs_code  =  T4.crs_code JOIN department AS T5 ON T5.dept_code  =  T4.dept_code WHERE T5.dept_name  =  'Computer Info. Systems',Find the first name of student who is taking classes from accounting and Computer Info. Systems departments
college_1,SELECT T1.stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T2.class_code  =  T3.class_code JOIN course AS T4 ON T3.crs_code  =  T4.crs_code JOIN department AS T5 ON T5.dept_code  =  T4.dept_code WHERE T5.dept_name  =  'Accounting' INTERSECT SELECT T1.stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T2.class_code  =  T3.class_code JOIN course AS T4 ON T3.crs_code  =  T4.crs_code JOIN department AS T5 ON T5.dept_code  =  T4.dept_code WHERE T5.dept_name  =  'Computer Info. Systems',What are the first names of all students taking accoutning and Computer Information Systems classes?
college_1,SELECT avg(T2.stu_gpa) FROM enroll AS T1 JOIN student AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T1.class_code  =  T3.class_code WHERE T3.crs_code  =  'ACCT-211',What is the average gpa of the students enrolled in the course with code ACCT-211?
college_1,SELECT avg(T2.stu_gpa) FROM enroll AS T1 JOIN student AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T1.class_code  =  T3.class_code WHERE T3.crs_code  =  'ACCT-211',What is the average GPA of students taking ACCT-211?
college_1,"SELECT stu_gpa ,  stu_phone ,  stu_fname FROM student ORDER BY stu_gpa DESC LIMIT 5","What is the first name, gpa and phone number of the top 5 students with highest gpa?"
college_1,"SELECT stu_gpa ,  stu_phone ,  stu_fname FROM student ORDER BY stu_gpa DESC LIMIT 5","What is the first name, GPA, and phone number of the students with the top 5 GPAs?"
