db_id,question
hr_1,"List the full name (first and last name), and salary for those employees who earn below 6000."
hr_1,What are the full names and salaries for any employees earning less than 6000?
hr_1,"Display the first name, and department number for all employees whose last name is ""McEwen""."
hr_1,What are the first names and department numbers for employees with last name McEwen?
hr_1,Return all the information for all employees without any department number.
hr_1,What are all the employees without a department number?
hr_1,Display all the information about the department Marketing.
hr_1,What is all the information about the Marketing department?
hr_1,when is the hire date for those employees whose first name does not containing the letter M?
hr_1,On what dates were employees without the letter M in their first names hired?
hr_1,"display the full name (first and last), hire date, salary, and department number for those employees whose first name does not containing the letter M."
hr_1,"What are the full name, hire date, salary, and department id for employees without the letter M in their first name?"
hr_1,what is the phone number of employees whose salary is in the range of 8000 and 12000?
hr_1,Return the phone numbers of employees with salaries between 8000 and 12000.
hr_1,display all the information of employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40.
hr_1,Return all information about employees with salaries between 8000 and 12000 for which commission is not null or where their department id is not 40.
hr_1,What are the full name (first and last name) and salary for all employees who does not have any value for commission?
hr_1,Return the full names and salaries of employees with null commissions.
hr_1,"Display the first and last name, and salary for those employees whose first name is ending with the letter m."
hr_1,Return the full names and salaries for employees with first names that end with the letter m.
hr_1,"Find job id and date of hire for those employees who was hired between November 5th, 2007 and July 5th, 2009."
hr_1,"What are the job ids and dates of hire for employees hired after November 5th, 2007 and before July 5th, 2009?"
hr_1,Find the salary and manager number for those employees who is working under a manager.
hr_1,What are the salaries and manager ids for employees who have managers?
hr_1,display all the details from Employees table for those employees who was hired before 2002-06-21.
hr_1,"What is all the information about employees hired before June 21, 2002?"
hr_1,"display those employees who joined after 7th September, 1987."
hr_1,"Which employees were hired after September 7th, 1987?"
hr_1,display the job title of jobs which minimum salary is greater than 9000.
hr_1,Which job titles correspond to jobs with salaries over 9000?
hr_1,"display job Title, the difference between minimum and maximum salaries for those jobs which max salary within the range 12000 to 18000."
hr_1,"What are the job titles, and range of salaries for jobs with maximum salary between 12000 and 18000?"
hr_1,display the emails of the employees who have no commission percentage and salary within the range 7000 to 12000 and works in that department which number is 50.
hr_1,"What are the emails of employees with null commission, salary between 7000 and 12000, and who work in department 50?"
hr_1,display the employee ID for each employee and the date on which he ended his previous job.
hr_1,What are the employee ids for each employee and final dates of employment at their last job?
hr_1,display those departments where more than ten employees work who got a commission percentage.
hr_1,What are the department ids for which more than 10 employees had a commission?
hr_1,Find the ids of the departments where any manager is managing 4 or more employees.
hr_1,What are department ids for departments with managers managing more than 3 employees?
hr_1,display the average salary of employees for each department who gets a commission percentage.
hr_1,What is the average salary of employees who have a commission percentage that is not null?
hr_1,display the country ID and number of cities for each country.
hr_1,Give the country id and corresponding count of cities in each country.
hr_1,display job ID for those jobs that were done by two or more for more than 300 days.
hr_1,What are the job ids for jobs done more than once for a period of more than 300 days?
hr_1,display the ID for those employees who did two or more jobs in the past.
hr_1,What are the employee ids for employees who have held two or more jobs?
hr_1,display the department name and number of employees in each of the department.
hr_1,Give the name of each department and the number of employees in each.
hr_1,Can you return all detailed info of jobs which was done by any of the employees who is presently earning a salary on and above 12000?
hr_1,What is all the job history info done by employees earning a salary greater than or equal to 12000?
hr_1,display job title and average salary of employees.
hr_1,What is the average salary for each job title?
hr_1,return the smallest salary for every departments.
hr_1,What is the minimum salary in each department?
hr_1,find the name of all departments that do actually have one or more employees assigned to them.
hr_1,What are the names of departments that have at least one employee.
hr_1,get the details of employees who manage a department.
hr_1,What is all the information regarding employees who are managers?
hr_1,display all the information about the department Marketing.
hr_1,What is all the information about the Marketing department?
hr_1,display the ID for those employees who did two or more jobs in the past.
hr_1,What are the employee ids for those who had two or more jobs.
hr_1,What are the unique ids of those departments where any manager is managing 4 or more employees.
hr_1,Give the distinct department ids of departments in which a manager is in charge of 4 or more employees?
hr_1,Find the job ID for those jobs which average salary is above 8000.
hr_1,What are the job ids corresponding to jobs with average salary above 8000?
hr_1,display the employee ID and job name for all those jobs in department 80.
hr_1,what are the employee ids and job titles for employees in department 80?
hr_1,What is the first name and job id for all employees in the Finance department?
hr_1,Give the first name and job id for all employees in the Finance department.
hr_1,display the department id and the total salary for those departments which contains at least two employees.
hr_1,What are total salaries and department id for each department that has more than 2 employees?
hr_1,"display the department ID, full name (first and last name), salary for those employees who is highest salary in every department."
hr_1,"What are the department ids, full names, and salaries for employees who make the most in their departments?"
hr_1,"display the first and last name, department, city, and state province for each employee."
hr_1,"What are the full names, departments, cities, and state provinces for each employee?"
hr_1,"display the department name, city, and state province for each department."
hr_1,"What are the department names, cities, and state provinces for each department?"
hr_1,display the department name and number of employees in each of the department.
hr_1,What are the department names and how many employees work in each of them?
music_1,What is the name of the song that was released in the most recent year?
music_1,What is the name of the song that was released most recently?
music_1,What is the id of the longest song?
music_1,Find the id of the song that lasts the longest.
music_1,Find the names of all English songs.
music_1,What are the names of all songs in English?
music_1,What are the id of songs whose format is mp3.
music_1,What are the id of all the files in mp3 format?
music_1,List the name and country of origin for all singers who have produced songs with rating above 9.
music_1,What are the different names and countries of origins for all artists whose song ratings are above 9?
music_1,List the file size and format for all songs that have resolution lower than 800.
music_1,What are the file sizes and formats for all songs with a resolution lower than 800?
music_1,How many songs have 4 minute duration?
music_1,What is the count of the songs that last approximately 4 minutes?
music_1,How many artists are from Bangladesh?
music_1,How many Bangladeshi artists are listed?
music_1,What is the average rating of songs produced by female artists?
music_1,"How many songs, on average, are sung by a female artist?"
music_1,What is the country of origin of the artist who is female and produced a song in Bangla?
music_1,What countries are the female artists who sung in the language Bangla from?
music_1,What is the average duration of songs that have mp3 format and resolution below 800?
music_1,What is the average song duration for the songs that are in mp3 format and whose resolution below 800?
music_1,What is the number of artists for each gender?
music_1,How many artists are male and how many are female?
music_1,What is the average rating of songs for each language?
music_1,What is the average song rating for each language?
music_1,"For each file format, return the number of artists who released songs in that format."
music_1,How many songs were released for each format?
music_1,"List the names of all genres in alphabetical oder, together with its ratings."
music_1,"What are the names of all genres in alphabetical order, combined with its ratings?"
music_1,Give me a list of the names of all songs ordered by their resolution.
music_1,What are the names of all songs that are ordered by their resolution numbers?
music_1,What are the names of artists who are Male and are from UK?
music_1,What are the names of all male British artists?
music_1,Find the names of songs whose genre is modern or language is English.
music_1,What are the names of the songs that are modern or sung in English?
music_1,What are the average rating and resolution of songs that are in Bangla?
music_1,What is the average rating and resolution of all bangla songs?
music_1,"List the id, genre and artist name of English songs ordered by rating."
music_1,"What is the id, genre, and name of the artist for every English song ordered by ascending rating?"
baseball_1,What is average salary of the players in the team named 'Boston Red Stockings' ?
baseball_1,Compute the average salary of the players in the team called 'Boston Red Stockings'.
baseball_1,What are first and last names of players participating in all star game in 1998?
baseball_1,List the first and last name for players who participated in all star game in 1998.
baseball_1,How many players enter hall of fame each year?
baseball_1,Count the number of players who enter hall of fame for each year.
baseball_1,What is the average number of attendance at home games for each year?
baseball_1,"For each year, return the year and the average number of attendance at home games."
baseball_1,How many parks are there in the state of NY?
baseball_1,Show me the number of parks the state of NY has.
baseball_1,Find all the players' first name and last name who have empty death record.
baseball_1,What are the first name and last name of the players whose death record is empty?
baseball_1,"How many players born in USA are right-handed batters? That is, have the batter value 'R'."
baseball_1,Count the number of players who were born in USA and have bats information 'R'.
baseball_1,"What is the highest salary among each team? List the team name, id and maximum salary."
baseball_1,"For each team, return the team name, id and the maximum salary among the team."
baseball_1,List the maximum scores of the team Boston Red Stockings when the team won in postseason?
baseball_1,What are the maximum scores the team Boston Red Stockings got when the team won in postseason?
baseball_1,How many times did Boston Red Stockings lose in 2009 postseason?
baseball_1,"Count the number of times the team ""Boston Red Stockings"" lost in 2009 postseason."
baseball_1,What is the total number of postseason games that team Boston Red Stockings participated in?
baseball_1,How many times in total did the team Boston Red Stockings participate in postseason games?
baseball_1,"How many games in 1885 postseason resulted in ties (that is, the value of ""ties"" is '1')?"
baseball_1,"Find the number of tied games (the value of ""ties"" is '1') in 1885 postseason."
baseball_1,What is the total salary paid by team Boston Red Stockings in 2010?
baseball_1,What is the total salary expenses of team Boston Red Stockings in 2010?
baseball_1,How many players were in the team Boston Red Stockings in 2000?
baseball_1,How many players did Boston Red Stockings have in 2000?
baseball_1,How many parks are there in Atlanta city?
baseball_1,How many parks does Atlanta city have?
baseball_1,"How many games were played in park ""Columbia Park"" in 1907?"
baseball_1,"Count the number of games taken place in park ""Columbia Park"" in 1907."
baseball_1,How many games were played in city Atlanta in 2000?
baseball_1,Find the number of games taken place in city Atlanta in 2000.
baseball_1,What is the total home game attendance of team Boston Red Stockings from 2000 to 2010?
baseball_1,How many games in total did team Boston Red Stockings attend from 2000 to 2010?
baseball_1,How much did the the player with first name Len and last name Barker earn between 1985 to 1990 in total?
baseball_1,Compute the total salary that the player with first name Len and last name Barker received between 1985 to 1990.
baseball_1,How many home games did the team Boston Red Stockings play from 1990 to 2000 in total?
baseball_1,Count the total number of games the team Boston Red Stockings attended from 1990 to 2000.
baseball_1,List the names of states that have more than 2 parks.
baseball_1,Which states have more than 2 parks?
baseball_1,"How many team franchises are active, with active value 'Y'?"
baseball_1,"Find the number of team franchises that are active (have 'Y' as ""active"" information)."
baseball_1,Which cities have 2 to 4 parks?
baseball_1,Find all the cities that have 2 to 4 parks.
mountain_photos,How many camera lenses have a focal length longer than 15 mm?
mountain_photos,"Find the brand and name for each camera lens, and sort in descending order of maximum aperture."
mountain_photos,"List the id, color scheme, and name for all the photos."
mountain_photos,What are the maximum and average height of the mountains?
mountain_photos,What are the average prominence of the mountains in country 'Morocco'?
mountain_photos,"What are the name, height and prominence of mountains which do not belong to the range 'Aberdare Range'?"
mountain_photos,What are the id and name of the photos for mountains?
mountain_photos,What are the id and name of the mountains that have at least 2 photos?
mountain_photos,How many different kinds of lens brands are there?
mountain_photos,How many distinct kinds of camera lenses are used to take photos of mountains in the country 'Ethiopia'?
mountain_photos,"List the camera lens names containing substring ""Digital""."
program_share,Find the names of channels that are not owned by CCTV.
program_share,Which channels are not owned by CCTV? Give me the channel names.
program_share,List all channel names ordered by their rating in percent from big to small.
program_share,Give me a list of all the channel names sorted by the channel rating in descending order.
program_share,What is the owner of the channel that has the highest rating ratio?
program_share,Show me the owner of the channel with the highest rating.
program_share,how many programs are there?
program_share,Count the number of programs.
program_share,"list all the names of programs, ordering by launch time."
program_share,"What is the list of program names, sorted by the order of launch date?"
program_share,"List the name, origin and owner of each program."
program_share,"What are the name, origin and owner of each program?"
program_share,find the name of the program that was launched most recently.
program_share,Which program was launched most recently? Return the program name.
program_share,find the total percentage share of all channels owned by CCTV.
program_share,What is the total share (in percent) of all the channels owned by CCTV?
program_share,Find the names of the channels that are broadcast in the morning.
program_share,Which channels are broadcast in the morning? Give me the channel names.
program_share,how many programs are broadcast in each time section of the day?
program_share,Count the number of programs broadcast for each time section of a day.
program_share,find the number of different programs that are broadcast during night time.
program_share,"How many distinct programs are broadcast at ""Night"" time?"
program_share,List all program origins in the alphabetical order.
program_share,What is the list of program origins ordered alphabetically?
program_share,what is the number of different channel owners?
program_share,Count the number of distinct channel owners.
program_share,find the names of programs whose origin is not in Beijing.
program_share,"Which programs' origins are not ""Beijing""? Give me the program names."
program_share,What are the names of the channels owned by CCTV or HBS?
program_share,List the names of all the channels owned by either CCTV or HBS
program_share,Find the total rating ratio for each channel owner.
program_share,What is the total rating of channel for each channel owner?
e_learning,How many courses are there in total?
e_learning,Find the total number of courses offered.
e_learning,"What are the descriptions of the courses with name ""database""?"
e_learning,"Return the description for the courses named ""database""."
e_learning,"What are the addresses of the course authors or tutors with personal name ""Cathrine"""
e_learning,"Return the addresses of the course authors or tutors whose personal name is ""Cathrine""."
e_learning,List the addresses of all the course authors or tutors.
e_learning,What is the address of each course author or tutor?
e_learning,List all the login names and family names of course author and tutors.
e_learning,What are the login names and family names of course author and tutors?
e_learning,List all the dates of enrollment and completion of students.
e_learning,What are all the dates of enrollment and completion in record?
e_learning,How many distinct students are enrolled in courses?
e_learning,Find the number of distinct students enrolled in courses.
e_learning,How many distinct courses are enrolled in by students?
e_learning,Find the number of distinct courses that have enrolled students.
e_learning,"Find the dates of the tests taken with result ""Pass""."
e_learning,"Which tests have ""Pass"" results? Return the dates when the tests were taken."
e_learning,"How many tests have result ""Fail""?"
e_learning,"Count the number of tests with ""Fail"" result."
e_learning,"What are the login names of the students with family name ""Ward""?"
e_learning,"Return the login names of the students whose family name is ""Ward""."
e_learning,"What are the dates of the latest logon of the students with family name ""Jaskolski"" or ""Langosh""?"
e_learning,"Find the latest logon date of the students whose family name is ""Jaskolski"" or ""Langosh""."
e_learning,"How many students have personal names that contain the word ""son""?"
e_learning,"Find the number of students who have the word ""son"" in their personal names."
e_learning,List all the subject names.
e_learning,What are the names of all the subjects.
e_learning,List all the information about course authors and tutors in alphabetical order of the personal name.
e_learning,Sort the information about course authors and tutors in alphabetical order of the personal name.
e_learning,List the personal names and family names of all the students in alphabetical order of family name.
e_learning,What are the personal names and family names of the students? Sort the result in alphabetical order of the family name.
e_learning,"Find the login name of the course author that teaches the course with name ""advanced database""."
e_learning,"Which course author teaches the ""advanced database"" course? Give me his or her login name."
e_learning,Find the addresses and author IDs of the course authors that teach at least two courses.
e_learning,Which course authors teach two or more courses? Give me their addresses and author IDs.
e_learning,"Find the names of courses taught by the tutor who has personal name ""Julio""."
e_learning,"What are the names of the courses taught by the tutor whose personal name is ""Julio""?"
e_learning,"Find the names and descriptions of courses that belong to the subject named ""Computer Science""."
e_learning,"What are the names and descriptions of the all courses under the ""Computer Science"" subject?"
e_learning,"Find the subject ID, subject name, and the corresponding number of available courses for each subject."
e_learning,"What are the subject ID, subject name, and the number of available courses for each subject?"
e_learning,"What is the date of enrollment of the course named ""Spanish""?"
e_learning,"Find the the date of enrollment of the ""Spanish"" course."
e_learning,What are the names of the courses that have exactly 1 student enrollment?
e_learning,Find the names of the courses that have just one student enrollment.
e_learning,What are the descriptions and names of the courses that have student enrollment bigger than 2?
e_learning,Return the descriptions and names of the courses that have more than two students enrolled in.
e_learning,What is the name of each course and the corresponding number of student enrollment?
e_learning,List the name and the number of enrolled student for each course.
e_learning,"What are the enrollment dates of all the tests that have result ""Pass""?"
e_learning,"Find the enrollment date for all the tests that have ""Pass"" result."
e_learning,"What are the completion dates of all the tests that have result ""Fail""?"
e_learning,"Return the completion date for all the tests that have ""Fail"" result."
e_learning,"List the dates of enrollment and completion of the student with personal name ""Karson""."
e_learning,"On what dates did the student whose personal name is ""Karson"" enroll in and complete the courses?"
e_learning,Find the student ID and personal name of the student with at least two enrollments.
e_learning,Which student are enrolled in at least two courses? Give me the student ID and personal name.
e_learning,Find the student ID and middle name for all the students with at most two enrollments.
e_learning,What are the student IDs and middle names of the students enrolled in at most two courses?
insurance_policies,"List the method, date and amount of all the payments, in ascending order of date."
insurance_policies,"What are the method, date and amount of each payment? Sort the list in ascending order of date."
insurance_policies,"Among all the claims, what is the settlement amount of the claim with the largest claim amount? List both the settlement amount and claim amount."
insurance_policies,Find the settlement amount of the claim with the largest claim amount. Show both the settlement amount and claim amount.
insurance_policies,"Among all the claims, what is the amount claimed in the claim with the least amount settled? List both the settlement amount and claim amount."
insurance_policies,Find the claimed amount in the claim with the least amount settled. Show both the settlement amount and claim amount.
insurance_policies,How many settlements does each claim correspond to? List the claim id and the number of settlements.
insurance_policies,Find the number of settlements each claim corresponds to. Show the number together with the claim id.
insurance_policies,"Of all the claims, what was the earliest date when any claim was made?"
insurance_policies,Tell me the the date when the first claim was made.
insurance_policies,What is the total amount of settlement made for all the settlements?
insurance_policies,Compute the total amount of settlement across all the settlements.
insurance_policies,Who are the customers that had more than 1 policy? List the customer details and id.
insurance_policies,Find the the customer details and id for the customers who had more than one policy.
insurance_policies,What are the claim dates and settlement dates of all the settlements?
insurance_policies,Tell me the the claim date and settlement date for each settlement case.
insurance_policies,What is the total amount of payment?
insurance_policies,Compute the total amount of payment processed.
insurance_policies,What are all the distinct details of the customers?
insurance_policies,Return the distinct customer details.
insurance_policies,How many settlements are there in total?
insurance_policies,Count the total number of settlements made.
insurance_policies,"Which Payments were processed with Visa? List the payment Id, the date and the amount."
insurance_policies,"Give me the payment Id, the date and the amount for all the payments processed with Visa."
insurance_policies,"List the date the claim was made, the date it was settled and the amount settled for all the claims which had exactly one settlement."
insurance_policies,"Which claims had exactly one settlement? For each, tell me the the date the claim was made, the date it was settled and the amount settled."
insurance_policies,Find the total claimed amount of all the claims.
insurance_policies,What is total amount claimed summed across all the claims?
hospital_1,What are names of patients who made an appointment?
hospital_1,List the names of patients who have made appointments.
hospital_1,what are name and phone number of patients who had more than one appointment?
hospital_1,Which patients made more than one appointment? Tell me the name and phone number of these patients.
hospital_1,Find the id of the appointment with the most recent start date?
hospital_1,What is the id of the appointment that started most recently?
hospital_1,List the name of physicians who took some appointment.
hospital_1,What are the names of all the physicians who took appointments.
hospital_1,How many patients stay in room 112?
hospital_1,Count the number of patients who stayed in room 112.
hospital_1,How many patients do each physician take care of? List their names and number of patients they take care of.
hospital_1,Return the name of each physician and the number of patients he or she treats.
hospital_1,Find the name of physicians who are in charge of more than one patient.
hospital_1,Which physicians are in charge of more than one patient? Give me their names.
hospital_1,Find the number of rooms located on each block floor.
hospital_1,How many rooms does each block floor have?
hospital_1,Find the number of rooms for different block code?
hospital_1,How many rooms are located for each block code?
hospital_1,What are the unique block codes that have available rooms?
hospital_1,Tell me the distinct block codes where some rooms are available.
hospital_1,How many different types of rooms are there?
hospital_1,Find the number of distinct room types available.
hospital_1,Find the number of medications prescribed for each brand.
hospital_1,How many medications are prescribed for each brand?
hospital_1,Find the name of physicians whose position title contains the word 'senior'.
hospital_1,What are the names of the physicians who have 'senior' in their titles.
hospital_1,Find the patient who has the most recent undergoing treatment?
hospital_1,Which patient is undergoing the most recent treatment?
hospital_1,List the names of all distinct nurses ordered by alphabetical order?
hospital_1,What is the alphabetically ordered list of all the distinct names of nurses?
hospital_1,Find the names of nurses who are nursing an undergoing treatment.
hospital_1,Which nurses are in charge of patients undergoing treatments?
hospital_1,"List the names of all distinct medications, ordered in an alphabetical order."
hospital_1,What is the alphabetically ordered list of all distinct medications?
hospital_1,List the physicians' employee ids together with their primary affiliation departments' ids.
hospital_1,What are each physician's employee id and department id primarily affiliated.
hospital_1,List the names of departments where some physicians are primarily affiliated with.
hospital_1,What are the names of departments that have primarily affiliated physicians.
hospital_1,What nurses are on call with block floor 1 and block code 1? Tell me their names.
hospital_1,Find the ids of the nurses who are on call in block floor 1 and block code 1.
hospital_1,"What are the highest cost, lowest cost and average cost of procedures?"
hospital_1,"Tell me the highest, lowest, and average cost of procedures."
hospital_1,List the name and cost of all procedures sorted by the cost from the highest to the lowest.
hospital_1,Sort the list of names and costs of all procedures in the descending order of cost.
hospital_1,Find the three most expensive procedures.
hospital_1,What are the three most costly procedures?
hospital_1,How many appointments are there?
hospital_1,Count how many appointments have been made in total.
hospital_1,Find the names of nurses who are on call.
hospital_1,What are the distinct names of nurses on call?
ship_mission,How many ships are there?
ship_mission,What is the number of ships?
ship_mission,List the name of ships in ascending order of tonnage.
ship_mission,what are the names of the ships ordered by ascending tonnage?
ship_mission,What are the type and nationality of ships?
ship_mission,What are the types and nationalities of every ship?
ship_mission,"List the name of ships whose nationality is not ""United States""."
ship_mission,What are the names of the ships that are not from the United States?
ship_mission,Show the name of ships whose nationality is either United States or United Kingdom.
ship_mission,What are the names of the ships  that are from either the US or the UK?
ship_mission,What is the name of the ship with the largest tonnage?
ship_mission,What is the ship with the largest amount of tonnage called?
ship_mission,Show different types of ships and the number of ships of each type.
ship_mission,"For each type, how many ships are there?"
ship_mission,List the nations that have more than two ships.
ship_mission,What are the nations that have more than two ships?
ship_mission,Show different types of ships and the average tonnage of ships of each type.
ship_mission,"For each type, what is the average tonnage?"
ship_mission,"Show codes and fates of missions, and names of ships involved."
ship_mission,"What are the mission codes, fates, and names of the ships involved?"
ship_mission,Show names of ships involved in a mission launched after 1928.
ship_mission,What are the names of ships that were involved in a mission launched after 1928?
ship_mission,"Show the distinct fate of missions that involve ships with nationality ""United States"""
ship_mission,What are the different fates of the mission that involved ships from the United States?
student_1,Find the number of students in total.
student_1,How many students are there?
student_1,Find the last names of students studying in room 111.
student_1,What are the last names of students in room 111?
student_1,Find the first names of students studying in room 108.
student_1,What are the first names of students in room 108?
student_1,What are the first names of students studying in room 107?
student_1,List the first names of all the students in room 107.
student_1,For each classroom report the grade that is taught in it. Report just the classroom number and the grade number.
student_1,What are the grade number and classroom number of each class in the list?
student_1,Which grade is studying in classroom 103?
student_1,Find the grade taught in classroom 103.
student_1,Find the grade studying in room 105.
student_1,Which grade is studying in room 105?
student_1,Which classrooms are used by grade 4?
student_1,Find the classrooms in which grade 4 is studying.
student_1,Which classrooms are used by grade 5?
student_1,Show me the classrooms grade 5 is using.
student_1,Find the last names of the teachers that teach fifth grade.
student_1,what are the last names of the teachers who teach grade 5?
student_1,Find the first names of the teachers that teach first grade.
student_1,What are the first names of the teachers who teach grade 1?
student_1,Find the first names of all the teachers that teach in classroom 110.
student_1,Which teachers teach in classroom 110? Give me their first names.
student_1,Find the last names of teachers teaching in classroom 109.
student_1,Which teachers teach in classroom 109? Give me their last names.
student_1,Report the first name and last name of all the teachers.
student_1,What are the first name and last name of all the teachers?
student_1,Report the first name and last name of all the students.
student_1,Show each student's first name and last name.
student_1,Find the last names of all the teachers that teach GELL TAMI.
student_1,What are the last names of the teachers who teach the student called GELL TAMI?
student_1,How many students does LORIA ONDERSMA teaches?
student_1,Count the number of students the teacher LORIA ONDERSMA teaches.
student_1,How many students does KAWA GORDON teaches?
student_1,Find the number of students taught by the teacher KAWA GORDON.
student_1,Find the number of students taught by TARRING LEIA.
student_1,How many students are taught by teacher TARRING LEIA?
student_1,How many teachers does the student named CHRISSY NABOZNY have?
student_1,Find the number of teachers who teach the student called CHRISSY NABOZNY.
student_1,How many teachers does the student named MADLOCK RAY have?
student_1,Find the number of teachers who teach the student called MADLOCK RAY.
student_1,Find the last names of the students in third grade that are not taught by COVIN JEROME.
student_1,Which students in third grade are not taught by teacher COVIN JEROME? Give me the last names of the students.
student_1,"For each grade, report the grade, the number of classrooms in which it is taught and the total number of students in the grade."
student_1,"For each grade, return the grade number, the number of classrooms used for the grade, and the total number of students enrolled in the grade."
student_1,"For each classroom, report the classroom number and the number of grades using it."
student_1,"For each classroom, show the classroom number and count the number of distinct grades that use the room."
student_1,Report the number of students in each classroom.
student_1,"For each classroom, show the classroom number and find how many students are using it."
student_1,"For each grade 0 classroom, report the total number of students."
student_1,"For each grade 0 classroom, return the classroom number and the count of students."
student_1,Report the total number of students for each fourth-grade classroom.
student_1,"For each fourth-grade classroom, show the classroom number and the total number of students using it."
student_1,Find the number of students in one classroom.
student_1,How many students does one classroom have?
company_employee,How many companies are headquartered in the US?
company_employee,List the names of companies by ascending number of sales.
company_employee,What are the headquarters and industries of all companies?
company_employee,Show the names of companies in the banking or retailing industry?
company_employee,What is the maximum and minimum market value of companies?
company_employee,What is the headquarter of the company with the largest sales?
company_employee,Show the different headquarters and number of companies at each headquarter.
company_employee,Show the headquarters that have at least two companies.
company_employee,Show the names of companies and of employees.
company_employee,list the names of the companies with more than 200 sales in the descending order of sales and profits.
film_rank,How many film are there?
film_rank,Count the number of films.
film_rank,List the distinct director of all films.
film_rank,What are the different film Directors?
film_rank,What is the average ticket sales gross in dollars of films?
film_rank,Return the average gross sales in dollars across all films.
film_rank,What are the low and high estimates of film markets?
film_rank,Return the low and high estimates for all film markets.
film_rank,What are the types of film market estimations in year 1995?
film_rank,Return the types of film market estimations in 1995.
film_rank,What are the maximum and minimum number of cities in all markets.
film_rank,Return the maximum and minimum number of cities across all markets.
film_rank,How many markets have number of cities smaller than 300?
film_rank,Count the number of markets that have a number of cities lower than 300.
film_rank,List all countries of markets in ascending alphabetical order.
film_rank,"What are the countries for each market, ordered alphabetically?"
film_rank,List all countries of markets in descending order of number of cities.
film_rank,What are the countries for each market ordered by decreasing number of cities?
film_rank,Please show the titles of films and the types of market estimations.
film_rank,What are the titles of films and corresponding types of market estimations?
film_rank,Show the distinct director of films with market estimation in the year of 1995.
film_rank,Who are the different directors of films which had market estimation in 1995?
film_rank,What is the average number of cities of markets with low film market estimate bigger than 10000?
film_rank,Give the average number of cities within markets that had a low market estimation larger than 10000?
film_rank,Please list the countries and years of film market estimations.
film_rank,What are the countries of markets and their corresponding years of market estimation?
film_rank,List the studios of each film and the number of films produced by that studio.
film_rank,How films are produced by each studio?
film_rank,List the names of studios that have at least two films.
film_rank,What are the names of studios that have made two or more films?
film_rank,"Find the titles and studios of the films that are produced by some film studios that contained the word ""Universal""."
film_rank,"What are the titles and studios of films that have been produced by a studio whose name contains ""Universal""?"
film_rank,List the studios which average gross is above 4500000.
film_rank,Which studios have an average gross of over 4500000?
cre_Doc_Tracking_DB,How many calendar items do we have?
cre_Doc_Tracking_DB,Count the number of all the calendar items.
cre_Doc_Tracking_DB,Show all calendar dates and day Numbers.
cre_Doc_Tracking_DB,What are all the calendar dates and day Numbers?
cre_Doc_Tracking_DB,Show the number of document types.
cre_Doc_Tracking_DB,How many document types are there?
cre_Doc_Tracking_DB,List all document type codes and document type names.
cre_Doc_Tracking_DB,What are all the document type codes and document type names?
cre_Doc_Tracking_DB,What is the name and description for document type code RV?
cre_Doc_Tracking_DB,Give me the name and description of the document type code RV.
cre_Doc_Tracking_DB,"What is the document type code for document type ""Paper""?"
cre_Doc_Tracking_DB,"Find the code of the document type ""Paper""."
cre_Doc_Tracking_DB,Show the number of documents with document type code CV or BK.
cre_Doc_Tracking_DB,How many documents have document type code CV or BK?
cre_Doc_Tracking_DB,"What is the date when the document ""Marry CV"" was stored?"
cre_Doc_Tracking_DB,"When was the document named ""Marry CV"" stored? Give me the date."
cre_Doc_Tracking_DB,What is the day Number and date of all the documents?
cre_Doc_Tracking_DB,Return the day Number and stored date for all the documents.
cre_Doc_Tracking_DB,"What is the document type name for the document with name ""How to read a book""?"
cre_Doc_Tracking_DB,"Find the document type name of the document named ""How to read a book""."
cre_Doc_Tracking_DB,Show the number of locations.
cre_Doc_Tracking_DB,How many locations are listed in the database?
cre_Doc_Tracking_DB,List all location codes and location names.
cre_Doc_Tracking_DB,What are all the location codes and location names?
cre_Doc_Tracking_DB,What are the name and description for location code x?
cre_Doc_Tracking_DB,Give me the name and description of the location with code x.
cre_Doc_Tracking_DB,"What is the location code for the country ""Canada""?"
cre_Doc_Tracking_DB,"Show the location code of the country ""Canada""."
cre_Doc_Tracking_DB,How many roles are there?
cre_Doc_Tracking_DB,Count the total number of roles listed.
cre_Doc_Tracking_DB,"List all role codes, role names, and role descriptions."
cre_Doc_Tracking_DB,"What are all the role codes, role names, and role descriptions?"
cre_Doc_Tracking_DB,"What are the name and description for role code ""MG""?"
cre_Doc_Tracking_DB,"Find the name and description of the role with code ""MG""."
cre_Doc_Tracking_DB,"Show the description for role name ""Proof Reader""."
cre_Doc_Tracking_DB,"What is the description of the role named ""Proof Reader""?"
cre_Doc_Tracking_DB,How many employees do we have?
cre_Doc_Tracking_DB,Find the number of employees we have.
cre_Doc_Tracking_DB,"Show the name, role code, and date of birth for the employee with name 'Armani'."
cre_Doc_Tracking_DB,"What are the name, role code, and date of birth of the employee named 'Armani'?"
cre_Doc_Tracking_DB,What is the id for the employee called Ebba?
cre_Doc_Tracking_DB,Show the id of the employee named Ebba.
cre_Doc_Tracking_DB,"Show the names of all the employees with role ""HR""."
cre_Doc_Tracking_DB,"Which employees have the role with code ""HR""? Find their names."
cre_Doc_Tracking_DB,Show all role codes and the number of employees in each role.
cre_Doc_Tracking_DB,What is the code of each role and the number of employees in each role?
cre_Doc_Tracking_DB,Show all role codes with at least 3 employees.
cre_Doc_Tracking_DB,What are the roles with three or more employees? Give me the role codes.
